LSOA11Code,MSOA11Code,MSOA11Name
E01028953,E02006034,Shrewsbury Copthorne & Bowbrook
E01028954,E02006039,"Hanwood, Pontesbury & Minsterley"
E01028955,E02006039,"Hanwood, Pontesbury & Minsterley"
E01028956,E02006029,Shrewsbury Harlescott Grange
E01028957,E02006029,Shrewsbury Harlescott Grange
E01028958,E02006029,Shrewsbury Harlescott Grange
E01028959,E02006038,Bayston Hill & Atcham
E01028960,E02006040,"Cressage, Dorrington & Pulverbatch"
E01028961,E02006040,"Cressage, Dorrington & Pulverbatch"
E01028962,E02006037,Shrewsbury Meole & Kingsland
E01028963,E02006037,Shrewsbury Meole & Kingsland
E01028964,E02006037,Shrewsbury Meole & Kingsland
E01028965,E02006032,Shrewsbury Monkmoor
E01028966,E02006032,Shrewsbury Monkmoor
E01028967,E02006032,Shrewsbury Monkmoor
E01028968,E02006032,Shrewsbury Monkmoor
E01028969,E02006028,Bomere Heath & Montford Bridge
E01028970,E02006028,Bomere Heath & Montford Bridge
E01028971,E02006028,Bomere Heath & Montford Bridge
E01028972,E02006033,Shrewsbury Town
E01028973,E02006033,Shrewsbury Town
E01028974,E02006037,Shrewsbury Meole & Kingsland
E01028975,E02006039,"Hanwood, Pontesbury & Minsterley"
E01028976,E02006039,"Hanwood, Pontesbury & Minsterley"
E01028977,E02006039,"Hanwood, Pontesbury & Minsterley"
E01028978,E02006028,Bomere Heath & Montford Bridge
E01028979,E02006028,Bomere Heath & Montford Bridge
E01028980,E02006040,"Cressage, Dorrington & Pulverbatch"
E01028981,E02006030,Shrewsbury Harlescott & Sundorne
E01028982,E02006030,Shrewsbury Harlescott & Sundorne
E01028983,E02006030,Shrewsbury Harlescott & Sundorne
E01028984,E02006036,Shrewsbury Sutton & Coleham
E01028985,E02006035,Shrewsbury London Road
E01028986,E02006036,Shrewsbury Sutton & Coleham
E01028987,E02006033,Shrewsbury Town
E01028988,E02006032,Shrewsbury Monkmoor
E01028989,E02006032,Shrewsbury Monkmoor
E01028990,E02006042,Church Stretton
E01028991,E02006041,"Bishop's Castle, Brockton & Chirbury"
E01028992,E02006041,"Bishop's Castle, Brockton & Chirbury"
E01028993,E02006043,Craven Arms & Broadstone
E01028994,E02006044,Clun & Bucknell
E01028995,E02006046,"Cleobury Mortimer, Burford & Ashford Carbonell"
E01028996,E02006046,"Cleobury Mortimer, Burford & Ashford Carbonell"
E01028997,E02006042,Church Stretton
E01028998,E02006042,Church Stretton
E01028999,E02006046,"Cleobury Mortimer, Burford & Ashford Carbonell"
E01029000,E02006046,"Cleobury Mortimer, Burford & Ashford Carbonell"
E01029001,E02006046,"Cleobury Mortimer, Burford & Ashford Carbonell"
E01029002,E02006046,"Cleobury Mortimer, Burford & Ashford Carbonell"
E01029003,E02006044,Clun & Bucknell
E01029004,E02006043,Craven Arms & Broadstone
E01029005,E02006044,Clun & Bucknell
E01029006,E02006045,Ludlow Town
E01029007,E02006045,Ludlow Town
E01029009,E02006045,Ludlow Town
E01029010,E02006045,Ludlow Town
E01029011,E02006045,Ludlow Town
E01029012,E02006045,Ludlow Town
E01029013,E02006043,Craven Arms & Broadstone
E01029014,E02006043,Craven Arms & Broadstone
E01029015,E02006043,Craven Arms & Broadstone
E01029016,E02006044,Clun & Bucknell
E01029569,E02006173,Loggerheads & Baldwins Gate
E01029570,E02006173,Loggerheads & Baldwins Gate
E01029571,E02006173,Loggerheads & Baldwins Gate
E01029572,E02006173,Loggerheads & Baldwins Gate
E01029696,E02006192,Eccleshall & Yarnfield
E01029708,E02006202,Gnosall & Haughton
E01032179,E02006712,"Broadheath, Sinton & Alfrick"
E01032193,E02006710,"Tenbury Wells, Mamble & Clifton"
E01032212,E02006710,"Tenbury Wells, Mamble & Clifton"
E01032213,E02006710,"Tenbury Wells, Mamble & Clifton"
E01032214,E02006710,"Tenbury Wells, Mamble & Clifton"
E01032223,E02006711,"Abberley, Holt Heath & Hallow"
E01032472,E02006777,"Bewdley West, Ribbesford & Far Forest"
E01032473,E02006777,"Bewdley West, Ribbesford & Far Forest"
E01032903,E02001476,Poulton
E01032930,E02003802,Chester Boughton West & Hoole
E01032931,E02003802,Chester Boughton West & Hoole
E01033526,E02006045,Ludlow Town
E01033527,E02006045,Ludlow Town
E01033528,E02006024,Oswestry East
E01033529,E02006041,"Bishop's Castle, Brockton & Chirbury"
E01033530,E02006041,"Bishop's Castle, Brockton & Chirbury"
W01000001,W02000007,Bodedern & Rhosneigr
W01000002,W02000007,Bodedern & Rhosneigr
W01000003,W02000001,Amlwch & Llannerch-y-medd
W01000004,W02000001,Amlwch & Llannerch-y-medd
W01000005,W02000005,Beaumaris & Benllech
W01000006,W02000006,Llangefni
W01000007,W02000009,Newborough
W01000008,W02000008,Llanfair Pwllgwyngyll & Menai Bridge
W01000009,W02000007,Bodedern & Rhosneigr
W01000010,W02000002,"Rhos-y-bol, Marian-glas & Moelfre"
W01000011,W02000008,Llanfair Pwllgwyngyll & Menai Bridge
W01000012,W02000006,Llangefni
W01000013,W02000005,Beaumaris & Benllech
W01000014,W02000006,Llangefni
W01000015,W02000008,Llanfair Pwllgwyngyll & Menai Bridge
W01000016,W02000003,Holyhead
W01000017,W02000003,Holyhead
W01000018,W02000001,Amlwch & Llannerch-y-medd
W01000019,W02000005,Beaumaris & Benllech
W01000020,W02000002,"Rhos-y-bol, Marian-glas & Moelfre"
W01000021,W02000002,"Rhos-y-bol, Marian-glas & Moelfre"
W01000022,W02000004,Llain-goch & Valley
W01000023,W02000007,Bodedern & Rhosneigr
W01000024,W02000007,Bodedern & Rhosneigr
W01000025,W02000009,Newborough
W01000026,W02000005,Beaumaris & Benllech
W01000027,W02000009,Newborough
W01000028,W02000001,Amlwch & Llannerch-y-medd
W01000029,W02000003,Holyhead
W01000030,W02000003,Holyhead
W01000031,W02000001,Amlwch & Llannerch-y-medd
W01000032,W02000002,"Rhos-y-bol, Marian-glas & Moelfre"
W01000033,W02000003,Holyhead
W01000034,W02000004,Llain-goch & Valley
W01000035,W02000005,Beaumaris & Benllech
W01000036,W02000003,Holyhead
W01000037,W02000003,Holyhead
W01000038,W02000009,Newborough
W01000039,W02000004,Llain-goch & Valley
W01000040,W02000004,Llain-goch & Valley
W01000041,W02000006,Llangefni
W01000042,W02000008,Llanfair Pwllgwyngyll & Menai Bridge
W01000043,W02000004,Llain-goch & Valley
W01000044,W02000004,Llain-goch & Valley
W01000047,W02000020,Cricieth & Llanaelhaearn
W01000048,W02000025,Barmouth & Dolgellau
W01000049,W02000025,Barmouth & Dolgellau
W01000050,W02000012,Bethesda
W01000051,W02000024,Bala & Mawddwy
W01000052,W02000013,Bethel & Llanrug
W01000053,W02000013,Bethel & Llanrug
W01000054,W02000016,Caernarfon West & Waunfawr
W01000056,W02000018,Blaenau Ffestiniog & Trawsfynydd
W01000057,W02000025,Barmouth & Dolgellau
W01000059,W02000015,Caernarfon East
W01000060,W02000024,Bala & Mawddwy
W01000061,W02000020,Cricieth & Llanaelhaearn
W01000062,W02000010,Bangor City
W01000063,W02000014,Llanberis & Deiniolen
W01000064,W02000011,Bangor South
W01000065,W02000018,Blaenau Ffestiniog & Trawsfynydd
W01000066,W02000019,Porthmadog
W01000067,W02000025,Barmouth & Dolgellau
W01000068,W02000025,Barmouth & Dolgellau
W01000069,W02000022,Harlech & Llanbedr
W01000070,W02000021,Pwllheli & Morfa Nefyn
W01000071,W02000012,Bethesda
W01000072,W02000011,Bangor South
W01000073,W02000017,"Pen-y-groes, Tal-y-sarn & Dyffryn Nantlle"
W01000074,W02000022,Harlech & Llanbedr
W01000075,W02000011,Bangor South
W01000076,W02000010,Bangor City
W01000077,W02000010,Bangor City
W01000078,W02000020,Cricieth & Llanaelhaearn
W01000079,W02000022,Harlech & Llanbedr
W01000080,W02000023,Abersoch & Aberdaron
W01000081,W02000014,Llanberis & Deiniolen
W01000082,W02000024,Bala & Mawddwy
W01000083,W02000024,Bala & Mawddwy
W01000084,W02000023,Abersoch & Aberdaron
W01000085,W02000026,Tywyn & Llangelynnin
W01000086,W02000017,"Pen-y-groes, Tal-y-sarn & Dyffryn Nantlle"
W01000087,W02000013,Bethel & Llanrug
W01000088,W02000016,Caernarfon West & Waunfawr
W01000089,W02000020,Cricieth & Llanaelhaearn
W01000090,W02000011,Bangor South
W01000091,W02000010,Bangor City
W01000092,W02000010,Bangor City
W01000093,W02000015,Caernarfon East
W01000094,W02000021,Pwllheli & Morfa Nefyn
W01000095,W02000021,Pwllheli & Morfa Nefyn
W01000096,W02000012,Bethesda
W01000097,W02000012,Bethesda
W01000098,W02000015,Caernarfon East
W01000099,W02000014,Llanberis & Deiniolen
W01000100,W02000019,Porthmadog
W01000101,W02000022,Harlech & Llanbedr
W01000102,W02000011,Bangor South
W01000103,W02000014,Llanberis & Deiniolen
W01000104,W02000017,"Pen-y-groes, Tal-y-sarn & Dyffryn Nantlle"
W01000105,W02000019,Porthmadog
W01000106,W02000019,Porthmadog
W01000107,W02000019,Porthmadog
W01000108,W02000021,Pwllheli & Morfa Nefyn
W01000109,W02000021,Pwllheli & Morfa Nefyn
W01000110,W02000015,Caernarfon East
W01000111,W02000016,Caernarfon West & Waunfawr
W01000112,W02000017,"Pen-y-groes, Tal-y-sarn & Dyffryn Nantlle"
W01000113,W02000018,Blaenau Ffestiniog & Trawsfynydd
W01000114,W02000018,Blaenau Ffestiniog & Trawsfynydd
W01000115,W02000012,Bethesda
W01000116,W02000026,Tywyn & Llangelynnin
W01000117,W02000026,Tywyn & Llangelynnin
W01000118,W02000016,Caernarfon West & Waunfawr
W01000119,W02000013,Bethel & Llanrug
W01000121,W02000041,Llanrwst & Betws-y-coed
W01000122,W02000040,"Betws-yn-Rhos, Llangernyw & Llansannan"
W01000123,W02000039,Llanfairfechan & Penmaenmawr
W01000124,W02000038,Conwy & Afon Roe
W01000125,W02000039,Llanfairfechan & Penmaenmawr
W01000126,W02000035,Old Colwyn & Llanddulas
W01000127,W02000035,Old Colwyn & Llanddulas
W01000128,W02000035,Old Colwyn & Llanddulas
W01000129,W02000038,Conwy & Afon Roe
W01000130,W02000038,Conwy & Afon Roe
W01000131,W02000038,Conwy & Afon Roe
W01000132,W02000027,Llandudno Town & Gogarth
W01000133,W02000028,Llandudno South
W01000134,W02000041,Llanrwst & Betws-y-coed
W01000135,W02000032,Llandudno Junction North & Deganwy
W01000136,W02000032,Llandudno Junction North & Deganwy
W01000137,W02000041,Llanrwst & Betws-y-coed
W01000138,W02000034,Upper Colwyn Bay
W01000139,W02000033,Colwyn Bay North
W01000140,W02000036,Abergele
W01000141,W02000036,Abergele
W01000142,W02000036,Abergele
W01000143,W02000033,Colwyn Bay North
W01000144,W02000033,Colwyn Bay North
W01000145,W02000034,Upper Colwyn Bay
W01000146,W02000027,Llandudno Town & Gogarth
W01000147,W02000027,Llandudno Town & Gogarth
W01000148,W02000041,Llanrwst & Betws-y-coed
W01000149,W02000031,Kinmel Bay & Towyn
W01000150,W02000031,Kinmel Bay & Towyn
W01000151,W02000031,Kinmel Bay & Towyn
W01000152,W02000031,Kinmel Bay & Towyn
W01000153,W02000035,Old Colwyn & Llanddulas
W01000154,W02000029,Penrhyn Bay
W01000155,W02000030,Rhos-on-Sea
W01000156,W02000030,Rhos-on-Sea
W01000157,W02000030,Rhos-on-Sea
W01000158,W02000030,Rhos-on-Sea
W01000159,W02000040,"Betws-yn-Rhos, Llangernyw & Llansannan"
W01000162,W02000040,"Betws-yn-Rhos, Llangernyw & Llansannan"
W01000163,W02000035,Old Colwyn & Llanddulas
W01000164,W02000035,Old Colwyn & Llanddulas
W01000165,W02000032,Llandudno Junction North & Deganwy
W01000166,W02000032,Llandudno Junction North & Deganwy
W01000167,W02000037,Llandudno Junction South & Llasanffraid Glan Conwy
W01000168,W02000028,Llandudno South
W01000169,W02000027,Llandudno Town & Gogarth
W01000170,W02000039,Llanfairfechan & Penmaenmawr
W01000171,W02000039,Llanfairfechan & Penmaenmawr
W01000172,W02000039,Llanfairfechan & Penmaenmawr
W01000173,W02000029,Penrhyn Bay
W01000174,W02000029,Penrhyn Bay
W01000175,W02000029,Penrhyn Bay
W01000176,W02000037,Llandudno Junction South & Llasanffraid Glan Conwy
W01000177,W02000037,Llandudno Junction South & Llasanffraid Glan Conwy
W01000178,W02000036,Abergele
W01000179,W02000036,Abergele
W01000180,W02000034,Upper Colwyn Bay
W01000181,W02000034,Upper Colwyn Bay
W01000182,W02000033,Colwyn Bay North
W01000183,W02000034,Upper Colwyn Bay
W01000184,W02000031,Kinmel Bay & Towyn
W01000185,W02000041,Llanrwst & Betws-y-coed
W01000186,W02000027,Llandudno Town & Gogarth
W01000187,W02000028,Llandudno South
W01000188,W02000028,Llandudno South
W01000189,W02000041,Llanrwst & Betws-y-coed
W01000190,W02000040,"Betws-yn-Rhos, Llangernyw & Llansannan"
W01000191,W02000050,Rhuddlan & Bodelwyddan
W01000192,W02000057,Llangollen & Llandrillo
W01000193,W02000056,"Corwen, Llanelidan & Efenechdyd"
W01000194,W02000052,Denbigh West
W01000195,W02000053,Denbigh East & Pentre Llanrhaeadr
W01000196,W02000053,Denbigh East & Pentre Llanrhaeadr
W01000197,W02000053,Denbigh East & Pentre Llanrhaeadr
W01000198,W02000052,Denbigh West
W01000199,W02000052,Denbigh West
W01000200,W02000049,Dyserth & Tremeirchion
W01000201,W02000049,Dyserth & Tremeirchion
W01000202,W02000056,"Corwen, Llanelidan & Efenechdyd"
W01000203,W02000054,Llandyrnog & Llanarmon-yn-Iâl
W01000204,W02000054,Llandyrnog & Llanarmon-yn-Iâl
W01000205,W02000057,Llangollen & Llandrillo
W01000206,W02000054,Llandyrnog & Llanarmon-yn-Iâl
W01000207,W02000056,"Corwen, Llanelidan & Efenechdyd"
W01000208,W02000057,Llangollen & Llandrillo
W01000209,W02000057,Llangollen & Llandrillo
W01000210,W02000057,Llangollen & Llandrillo
W01000211,W02000053,Denbigh East & Pentre Llanrhaeadr
W01000212,W02000044,Prestatyn South
W01000213,W02000043,Prestatyn Central & East
W01000214,W02000043,Prestatyn Central & East
W01000215,W02000043,Prestatyn Central & East
W01000216,W02000043,Prestatyn Central & East
W01000217,W02000049,Dyserth & Tremeirchion
W01000218,W02000042,Prestatyn North
W01000219,W02000042,Prestatyn North
W01000220,W02000042,Prestatyn North
W01000221,W02000044,Prestatyn South
W01000222,W02000044,Prestatyn South
W01000223,W02000050,Rhuddlan & Bodelwyddan
W01000224,W02000050,Rhuddlan & Bodelwyddan
W01000225,W02000050,Rhuddlan & Bodelwyddan
W01000226,W02000045,Rhyl North
W01000227,W02000045,Rhyl North
W01000228,W02000045,Rhyl North
W01000229,W02000419,Rhyl East
W01000230,W02000419,Rhyl East
W01000231,W02000419,Rhyl East
W01000232,W02000419,Rhyl East
W01000233,W02000419,Rhyl East
W01000234,W02000419,Rhyl East
W01000235,W02000419,Rhyl East
W01000236,W02000047,Rhyl South West
W01000237,W02000047,Rhyl South West
W01000238,W02000047,Rhyl South West
W01000239,W02000045,Rhyl North
W01000240,W02000045,Rhyl North
W01000241,W02000045,Rhyl North
W01000242,W02000055,Ruthin
W01000243,W02000055,Ruthin
W01000244,W02000055,Ruthin
W01000245,W02000051,St Asaph & Trefnant
W01000246,W02000051,St Asaph & Trefnant
W01000247,W02000051,St Asaph & Trefnant
W01000248,W02000049,Dyserth & Tremeirchion
W01000249,W02000071,New Brighton & Mynyddisa
W01000250,W02000071,New Brighton & Mynyddisa
W01000251,W02000070,Ewloe & Hawarden
W01000252,W02000067,Connah's Quay South & Northop Hall
W01000253,W02000060,Holywell & Bagillt
W01000254,W02000060,Holywell & Bagillt
W01000255,W02000072,Broughton & Saltney
W01000256,W02000072,Broughton & Saltney
W01000257,W02000072,Broughton & Saltney
W01000258,W02000063,"Caerwys, Halkyn & Nannerch"
W01000259,W02000074,Buckley South
W01000260,W02000074,Buckley South
W01000261,W02000071,New Brighton & Mynyddisa
W01000262,W02000074,Buckley South
W01000263,W02000074,Buckley South
W01000264,W02000069,"Buckley North, Northop & Sychdyn"
W01000265,W02000069,"Buckley North, Northop & Sychdyn"
W01000266,W02000074,Buckley South
W01000267,W02000074,Buckley South
W01000268,W02000070,Ewloe & Hawarden
W01000269,W02000077,Hope
W01000270,W02000063,"Caerwys, Halkyn & Nannerch"
W01000271,W02000063,"Caerwys, Halkyn & Nannerch"
W01000272,W02000063,"Caerwys, Halkyn & Nannerch"
W01000273,W02000064,Connah's Quay North
W01000274,W02000064,Connah's Quay North
W01000275,W02000064,Connah's Quay North
W01000276,W02000065,Connah's Quay Wepre
W01000277,W02000065,Connah's Quay Wepre
W01000278,W02000064,Connah's Quay North
W01000279,W02000065,Connah's Quay Wepre
W01000280,W02000067,Connah's Quay South & Northop Hall
W01000281,W02000065,Connah's Quay Wepre
W01000282,W02000067,Connah's Quay South & Northop Hall
W01000283,W02000065,Connah's Quay Wepre
W01000284,W02000070,Ewloe & Hawarden
W01000285,W02000070,Ewloe & Hawarden
W01000286,W02000070,Ewloe & Hawarden
W01000287,W02000058,"Gronant, Ffynnongroyw & Trelawnyd"
W01000288,W02000061,Flint North East
W01000289,W02000062,Flint South West
W01000290,W02000061,Flint North East
W01000291,W02000062,Flint South West
W01000292,W02000061,Flint North East
W01000293,W02000061,Flint North East
W01000294,W02000062,Flint South West
W01000295,W02000062,Flint South West
W01000296,W02000060,Holywell & Bagillt
W01000297,W02000060,Holywell & Bagillt
W01000298,W02000058,"Gronant, Ffynnongroyw & Trelawnyd"
W01000299,W02000076,"Leeswood, Treuddyn & Gwernaffield"
W01000300,W02000076,"Leeswood, Treuddyn & Gwernaffield"
W01000301,W02000063,"Caerwys, Halkyn & Nannerch"
W01000302,W02000070,Ewloe & Hawarden
W01000303,W02000075,Pen-y-ffordd & Higher Kinnerton
W01000304,W02000060,Holywell & Bagillt
W01000305,W02000060,Holywell & Bagillt
W01000306,W02000059,Mostyn & Holway
W01000307,W02000077,Hope
W01000308,W02000077,Hope
W01000309,W02000076,"Leeswood, Treuddyn & Gwernaffield"
W01000310,W02000077,Hope
W01000311,W02000068,Queensferry & Sandycroft
W01000312,W02000068,Queensferry & Sandycroft
W01000313,W02000073,Mold
W01000314,W02000073,Mold
W01000315,W02000073,Mold
W01000316,W02000073,Mold
W01000317,W02000073,Mold
W01000318,W02000073,Mold
W01000319,W02000073,Mold
W01000320,W02000059,Mostyn & Holway
W01000321,W02000071,New Brighton & Mynyddisa
W01000322,W02000071,New Brighton & Mynyddisa
W01000323,W02000069,"Buckley North, Northop & Sychdyn"
W01000324,W02000069,"Buckley North, Northop & Sychdyn"
W01000325,W02000067,Connah's Quay South & Northop Hall
W01000326,W02000075,Pen-y-ffordd & Higher Kinnerton
W01000327,W02000075,Pen-y-ffordd & Higher Kinnerton
W01000328,W02000068,Queensferry & Sandycroft
W01000329,W02000072,Broughton & Saltney
W01000330,W02000072,Broughton & Saltney
W01000331,W02000072,Broughton & Saltney
W01000332,W02000066,Shotton & Garden City
W01000333,W02000066,Shotton & Garden City
W01000334,W02000066,Shotton & Garden City
W01000335,W02000066,Shotton & Garden City
W01000336,W02000066,Shotton & Garden City
W01000337,W02000066,Shotton & Garden City
W01000338,W02000058,"Gronant, Ffynnongroyw & Trelawnyd"
W01000339,W02000076,"Leeswood, Treuddyn & Gwernaffield"
W01000340,W02000059,Mostyn & Holway
W01000341,W02000086,Acton & Maes-y-dre
W01000342,W02000086,Acton & Maes-y-dre
W01000343,W02000084,Borras & Rhosnesni
W01000344,W02000084,Borras & Rhosnesni
W01000345,W02000095,"Bangor-on-Dee, Overton & Penley"
W01000346,W02000095,"Bangor-on-Dee, Overton & Penley"
W01000347,W02000083,Coedpoeth & Brymbo
W01000348,W02000083,Coedpoeth & Brymbo
W01000349,W02000088,Wrexham West
W01000350,W02000088,Wrexham West
W01000351,W02000082,New Broughton & Bryn Cefn
W01000352,W02000087,Caia Park
W01000353,W02000087,Caia Park
W01000354,W02000094,Cefn Mawr
W01000355,W02000094,Cefn Mawr
W01000356,W02000094,Cefn Mawr
W01000359,W02000096,Chirk & Ceiriog Valley
W01000360,W02000096,Chirk & Ceiriog Valley
W01000361,W02000096,Chirk & Ceiriog Valley
W01000362,W02000083,Coedpoeth & Brymbo
W01000363,W02000083,Coedpoeth & Brymbo
W01000364,W02000083,Coedpoeth & Brymbo
W01000365,W02000088,Wrexham West
W01000366,W02000091,Johnstown North & Rhostyllen
W01000367,W02000091,Johnstown North & Rhostyllen
W01000368,W02000085,"Town North, University & Rhos-ddu"
W01000369,W02000420,"Gresford, Marford & Rossett"
W01000370,W02000420,"Gresford, Marford & Rossett"
W01000371,W02000085,"Town North, University & Rhos-ddu"
W01000372,W02000085,"Town North, University & Rhos-ddu"
W01000373,W02000082,New Broughton & Bryn Cefn
W01000374,W02000080,Llay South & Gwersyllt East
W01000375,W02000080,Llay South & Gwersyllt East
W01000376,W02000080,Llay South & Gwersyllt East
W01000377,W02000081,Gwersyllt West & Summerhill
W01000378,W02000081,Gwersyllt West & Summerhill
W01000379,W02000081,Gwersyllt West & Summerhill
W01000380,W02000081,Gwersyllt West & Summerhill
W01000381,W02000089,Hermitage & Whitegate
W01000382,W02000089,Hermitage & Whitegate
W01000383,W02000420,"Gresford, Marford & Rossett"
W01000384,W02000420,"Gresford, Marford & Rossett"
W01000385,W02000091,Johnstown North & Rhostyllen
W01000386,W02000092,Rhosllannerchrugog & Johnstown South
W01000387,W02000085,"Town North, University & Rhos-ddu"
W01000388,W02000085,"Town North, University & Rhos-ddu"
W01000389,W02000094,Cefn Mawr
W01000390,W02000420,"Gresford, Marford & Rossett"
W01000391,W02000080,Llay South & Gwersyllt East
W01000392,W02000080,Llay South & Gwersyllt East
W01000393,W02000086,Acton & Maes-y-dre
W01000394,W02000093,Ruabon & Marchwiel
W01000395,W02000093,Ruabon & Marchwiel
W01000396,W02000420,"Gresford, Marford & Rossett"
W01000397,W02000420,"Gresford, Marford & Rossett"
W01000398,W02000090,Pen-y-cae & Minera
W01000399,W02000090,Pen-y-cae & Minera
W01000400,W02000082,New Broughton & Bryn Cefn
W01000401,W02000082,New Broughton & Bryn Cefn
W01000402,W02000088,Wrexham West
W01000403,W02000095,"Bangor-on-Dee, Overton & Penley"
W01000404,W02000095,"Bangor-on-Dee, Overton & Penley"
W01000405,W02000092,Rhosllannerchrugog & Johnstown South
W01000406,W02000090,Pen-y-cae & Minera
W01000407,W02000093,Ruabon & Marchwiel
W01000408,W02000090,Pen-y-cae & Minera
W01000409,W02000094,Cefn Mawr
W01000410,W02000091,Johnstown North & Rhostyllen
W01000411,W02000092,Rhosllannerchrugog & Johnstown South
W01000412,W02000092,Rhosllannerchrugog & Johnstown South
W01000413,W02000087,Caia Park
W01000414,W02000087,Caia Park
W01000415,W02000084,Borras & Rhosnesni
W01000416,W02000084,Borras & Rhosnesni
W01000417,W02000420,"Gresford, Marford & Rossett"
W01000418,W02000420,"Gresford, Marford & Rossett"
W01000419,W02000093,Ruabon & Marchwiel
W01000420,W02000093,Ruabon & Marchwiel
W01000422,W02000085,"Town North, University & Rhos-ddu"
W01000423,W02000089,Hermitage & Whitegate
W01000424,W02000089,Hermitage & Whitegate
W01000425,W02000087,Caia Park
W01000426,W02000416,Ystradgynlais & Tawe Uchaf
W01000427,W02000107,Knighton & Presteigne
W01000428,W02000101,"Montgomery, Trewern & Berriew"
W01000429,W02000106,"Llanidloes, Blaen Hafren & Llandinam"
W01000430,W02000111,Hay-on-Wye & Talgarth
W01000431,W02000110,Builth Wells & Llanwrtyd Wells
W01000432,W02000110,Builth Wells & Llanwrtyd Wells
W01000433,W02000102,Llanfair Caereinion & Caersws
W01000434,W02000103,"Abermule, Churchstoke & Kerry"
W01000438,W02000108,"Rhayader, Newbridge-on-Wye & Elan Valley"
W01000439,W02000103,"Abermule, Churchstoke & Kerry"
W01000440,W02000414,Sennybridge & Talybont-on-Usk
W01000441,W02000101,"Montgomery, Trewern & Berriew"
W01000442,W02000100,Machynlleth & Banwy
W01000443,W02000111,Hay-on-Wye & Talgarth
W01000444,W02000098,Four Crosses & Guilsfield
W01000445,W02000111,Hay-on-Wye & Talgarth
W01000446,W02000111,Hay-on-Wye & Talgarth
W01000447,W02000103,"Abermule, Churchstoke & Kerry"
W01000448,W02000107,Knighton & Presteigne
W01000449,W02000107,Knighton & Presteigne
W01000450,W02000110,Builth Wells & Llanwrtyd Wells
W01000451,W02000108,"Rhayader, Newbridge-on-Wye & Elan Valley"
W01000452,W02000100,Machynlleth & Banwy
W01000453,W02000106,"Llanidloes, Blaen Hafren & Llandinam"
W01000454,W02000109,Llandrindod Wells
W01000455,W02000109,Llandrindod Wells
W01000456,W02000109,Llandrindod Wells
W01000457,W02000098,Four Crosses & Guilsfield
W01000458,W02000098,Four Crosses & Guilsfield
W01000459,W02000110,Builth Wells & Llanwrtyd Wells
W01000460,W02000102,Llanfair Caereinion & Caersws
W01000461,W02000097,Llanfyllin & Llanwyddyn
W01000464,W02000107,Knighton & Presteigne
W01000465,W02000114,"Crickhowell, Llangynidr & Llangorse"
W01000466,W02000106,"Llanidloes, Blaen Hafren & Llandinam"
W01000467,W02000106,"Llanidloes, Blaen Hafren & Llandinam"
W01000470,W02000097,Llanfyllin & Llanwyddyn
W01000471,W02000110,Builth Wells & Llanwrtyd Wells
W01000472,W02000108,"Rhayader, Newbridge-on-Wye & Elan Valley"
W01000473,W02000100,Machynlleth & Banwy
W01000474,W02000414,Sennybridge & Talybont-on-Usk
W01000475,W02000097,Llanfyllin & Llanwyddyn
W01000476,W02000101,"Montgomery, Trewern & Berriew"
W01000477,W02000108,"Rhayader, Newbridge-on-Wye & Elan Valley"
W01000478,W02000105,Newtown South
W01000479,W02000105,Newtown South
W01000480,W02000104,Newtown North
W01000481,W02000104,Newtown North
W01000482,W02000104,Newtown North
W01000483,W02000105,Newtown South
W01000484,W02000107,Knighton & Presteigne
W01000485,W02000107,Knighton & Presteigne
W01000486,W02000107,Knighton & Presteigne
W01000487,W02000108,"Rhayader, Newbridge-on-Wye & Elan Valley"
W01000488,W02000102,Llanfair Caereinion & Caersws
W01000489,W02000113,Brecon
W01000492,W02000113,Brecon
W01000493,W02000113,Brecon
W01000494,W02000111,Hay-on-Wye & Talgarth
W01000496,W02000416,Ystradgynlais & Tawe Uchaf
W01000497,W02000101,"Montgomery, Trewern & Berriew"
W01000498,W02000099,Welshpool
W01000499,W02000099,Welshpool
W01000500,W02000099,Welshpool
W01000501,W02000099,Welshpool
W01000502,W02000416,Ystradgynlais & Tawe Uchaf
W01000503,W02000414,Sennybridge & Talybont-on-Usk
W01000504,W02000416,Ystradgynlais & Tawe Uchaf
W01000505,W02000416,Ystradgynlais & Tawe Uchaf
W01000506,W02000120,Aberaeron & Llanrhystud
W01000507,W02000124,Cardigan & Aber-porth
W01000508,W02000124,Cardigan & Aber-porth
W01000509,W02000124,Cardigan & Aber-porth
W01000510,W02000124,Cardigan & Aber-porth
W01000511,W02000124,Cardigan & Aber-porth
W01000512,W02000117,Aberystwyth North
W01000513,W02000117,Aberystwyth North
W01000515,W02000118,Aberystwyth South
W01000516,W02000118,Aberystwyth South
W01000517,W02000117,Aberystwyth North
W01000518,W02000118,Aberystwyth South
W01000519,W02000125,"Beulah, Troed-yr-aur & Llandysul"
W01000522,W02000125,"Beulah, Troed-yr-aur & Llandysul"
W01000523,W02000116,Borth & Bont-goch
W01000524,W02000120,Aberaeron & Llanrhystud
W01000525,W02000421,"Rheidol, Ystwyth & Caron"
W01000527,W02000123,Lampeter & Llanfihangel Ystrad
W01000528,W02000123,Lampeter & Llanfihangel Ystrad
W01000529,W02000122,New Quay & Penbryn
W01000531,W02000125,"Beulah, Troed-yr-aur & Llandysul"
W01000532,W02000122,New Quay & Penbryn
